id , name,type,ordering_attribute,ordering_type
1615,16 Golden Hits,1,788,1
1607,Back to Front,1,788,1
1608,Wellenreiter in Schwarz,1,788,1
1624,Fat Jazzy Grooves,1,788,1
1609,Grand 12-Inches,1,788,1
1616,Goa Sound System,1,788,1
1610,Verve Today,1,788,1
1611,Sounds of OM,1,788,1
1617,RTL Radio-Oldieparty,1,788,1
1625,Boulevard des slows,1,788,1
1618,We Can Fly,1,788,1
1619,Ripples,1,788,1
1620,Miedzy Nami Café,1,788,1
1626,Geek Remixed,1,788,1
1621,Punk Rawk Explosion,1,788,1
1634,Seasons Greetings,1,788,1
1627,Child Ballads,4,788,1
2704,Vampire Variations,1,788,1
1630,Breathe (In Seven Sections),3,788,1
2705,Magnum Opus - VIP Edition,1,788,1
1629,Nassau Beach Club Ibiza,1,788,1
2368,Laulupidu,8,788,1
1637,Namlook titled series,1,788,1
1631,Live on Earth,1,788,1
1635,The Dark Side of the Moog,1,788,1
1632,Scitron 2000,1,788,1
1636,À collectionner : Les 6 CD McDonald’s®,2,788,2
2706,The Classic Composers,1,788,1
1638,Twin Cities Electropunk,1,788,1
1639,Dynamite Group Sounds,1,788,1
1640,Obscure Independent Classics,1,788,1
1641,The Stateside Story,1,788,1
1642,Roem van Toen,1,788,1
1643,The What CD,1,788,1
1644,Oi! The Rarities,1,788,1
1645,Sygnowano Fabryka Trzciny,1,788,1
1603,Artificial Intelligence,1,788,1
1579,Original Album Series,1,788,1
1647,Echte Übersee Records,1,788,1
1683,Emozioni: Die schönsten Italo-Kuschelsongs,1,788,1
1648,Jazz 'Round Midnight,1,788,1
1669,Southern Journey,1,788,1
1670,Beneath the Icy Floe,1,788,1
1650,Cinéma pour l'oreille,1,788,1
1692,The Tyranny Off the Beat,1,788,1
1651,Balaena Chamber Series,1,788,1
1671,Delicatessen: Cooking Vinyl Sampler,1,788,1
1652,The House Collection,1,788,1
1653,Doo-Bop-Jivers,1,788,1
1684,Great Jazz Giants: Smooth Jazz,1,788,1
1654,Hot Guitar Rock,1,788,1
1672,Black Top Blues-A-Rama,1,788,1
1655,Afrikaans Is Groot,1,788,1
1673,Rock of the 80's,1,788,1
1656,Gold Instrumental Collection,1,788,1
1657,One Shot Disco,1,788,1
1658,N.Y.C. Underground Party,1,788,1
1674,Songs From the Penalty Box,1,788,1
1659,Fresh,1,788,1
1660,We are Back!,1,788,1
1700,The Way Things Change,1,788,1
1661,Dream Melodies,1,788,1
3265,Festival international de musique de Colmar,8,788,1
1675,Rare Surf,1,788,1
3267,Chandos American Series,1,788,1
1663,Pay It All Back,1,788,1
1693,ESPN Presents: Jock Jams,1,788,1
1664,Gustav Holst's Opus,5,788,1
1676,Blackend: The Black Metal Compilation,1,788,1
1665,Mashup the Hedgehog,3,788,2
1666,Felix Mendelssohn Bartholdy: Thematisch-systematisches Verzeichnis der musikalischen Werke (MWV),5,788,1
1685,Mr. Music Hits,1,788,1
1680,Music From SEAMUS,1,788,1
1681,Pure Swamp Pop Gold,1,788,1
1708,This Is Solid State,1,788,1
1679,La Cascada del Chillout,1,788,1
1687,Spotlite on,1,788,1
1682,30 Anos de Jovem Guarda,1,788,1
1695,Ultra Chicks,1,788,1
1688,Every One a Classic,1,788,1
1701,The Chillout Album: Soft Mixed,1,788,1
1696,X-Static,1,788,1
1690,Merci pour la chanson,1,788,1
1691,Hopelessly Devoted to You,1,788,1
1705,Playground,1,788,1
1697,A Voyage Into Trance,1,788,1
1702,Electric Psychedelic Sitar Headswirlers,1,788,1
1698,Future Sound of Zurich,1,788,1
1699,Sixeleven DJ Mixseries,1,788,1
1703,Slow Jams: The Timeless Collection,1,788,1
1706,10 Days Off: The Soundtrack,1,788,1
1704,Hi-Fidelity Dub Sessions,1,788,1
1710,The Story of Tango,1,788,1
1707,100 Chansons françaises de légende,1,788,1
1709,The Poison Club Compilation,1,788,1
1711,Supalova Club,1,788,1
1713,The Greatest Video Game Music,1,788,1
1712,DJ Doboy: Vocal Edition,1,788,1
1714,BIRP!,1,788,2
1715,ALICE VOCAL COLLECTION,1,788,1
1717,Les œuvres de Marc-Antoine Charpentier: Catalogue Raisonné,4,788,1
1718,Decca Legends,2,788,1
1662,Richard Blade’s Flashback Favorites,1,788,1
1719,Double Decca,2,788,1
1649,Why Pink Floyd?,2,788,1
1720,Das wohltemperierte Klavier,1,788,1
1721,Basement Series,3,788,1
1760,Found in the Attic,1,788,1
1722,Moonshiners,3,788,1
1745,This Is Mod,1,788,1
1723,DG Concerts,2,788,1
1724,forte,2,788,1
1725,Atmospheric Drum & Bass,1,788,1
1746,Kingz of the Rollers EP,1,788,1
1726,Les Voix en or,1,788,1
1727,New Wave Club Class-X,1,788,1
1728,The Ultimate Christmas Album,1,788,1
1747,Motown Hits of Gold,1,788,1
1729,Punk Rock Is Your Friend,1,788,1
1730,Best of Hungary: Bravissimo,1,788,1
1761,50 Glorious Classical Years,1,788,1
1731,Music for Modern Living,1,788,1
1748,The Complete Sun Singles,1,788,1
1732,The Sound of Funk,1,788,1
1733,AMP Magazine Presents,1,788,1
1734,Gilles Peterson Jazz Juice,1,788,1
1749,Rock and Roll Club,1,788,1
1735,Gemini,2,788,1
1736,Kathleen Ferrier,1,788,1
1770,KWJZ 98.9: Smooth Jazz,1,788,1
1737,Moos Sessions,3,788,1
1750,Louisville Is for Lovers,1,788,1
1738,13 Japanese Birds,1,788,1
1739,Music for the 90s,1,788,1
1762,Oldies: Memory of 50's,1,788,1
1740,Quatre petit prières de St. Francois d'Assise,3,788,1
1751,The Original Jazz Masters Series,1,788,1
1741,Gensyn med Danmark,3,788,1
1742,Rock Sound: Music With Attitude,1,788,1
1743,Tre romantiske korsange for kor a cappella,3,788,1
1744,Americana op. 89,3,788,1
1752,Body Rapture,1,788,1
1788,None Night of Flexipop,1,788,1
1753,Sci-Fi Hi-Fi,1,788,1
1771,From Here to Tranquility,1,788,1
1754,Sci-Fi-Lo-Fi,1,788,1
1763,Sound of Acid Core,1,788,1
1755,Where Blues Meets Rock,1,788,1
1756,Arts & Crafts Sampler,1,788,1
1757,Turntables on the Hudson,1,788,1
1764,The Sound of Leamington Spa,1,788,1
1758,Four Hand Piano Music,1,788,1
1759,Four-Hand Piano Music,1,788,1
2603,Bliss Out,1,788,1
1772,The Most Relaxing Feel,1,788,1
1765,Classics Go to the Movies,1,788,1
1766,La Mezzanine de l'Alcazar,1,788,1
1777,97X Green Room,1,788,1
1767,Island 40,1,788,1
1773,Es lebe der Punk,1,788,1
1768,Lost Deep Soul Treasures,1,788,1
1769,Body & Soul NYC,1,788,1
1774,From the Vaults of Gone,1,788,1
2353,Praktiline mees esitlused,7,788,1
1775,State of the Art,1,788,1
1778,Crystal Ball 30th Anniversary,1,788,1
1792,UA Drum & Bass,1,788,1
1793,Monte Carlo Nights: New Classics,1,788,1
1794,A Very Merry Christmas,1,788,1
2755,World Tour 1992,7,788,2
1795,Friends and Friends of Friends,1,788,1
2767,Draconian Times MMXI Tour,7,788,1
1796,International Pop Underground,2,788,2
1819,Cicadelic 60's,1,788,1
1797,ICON,1,788,1
1798,Back to Indo Rock,1,788,1
1799,Barrelhouse Blues & Boogie Woogie,1,788,1
1820,Jamaica Ska Core: Best of Ska,1,788,1
1825,Moscow Fashion,1,788,1
1813,Billboard Hottest Hits,1,788,1
1815,Fat Music,1,788,1
1816,Totally Wired,1,788,1
1826,The Bossa Nova Exciting Jazz Samba Rhythms,1,788,1
1817,Guitars & Machines,1,788,1
1818,Vintage Music Collectors Series,1,788,1
1857,Get Hot: Sleazy Rhythm 'n Blues,1,788,1
1836,Crowd Around the Mic,1,788,1
1827,Hypnotic World of Goa,1,788,1
1828,Giants of Rock: The Metal Decade,1,788,1
1843,The Sweet Sounds of Superfly,1,788,1
1829,Sixties Archives,1,788,1
1837,A Million Dollars Worth of Doo-Wop,1,788,1
2292,Samling vid punken,1,788,1
2293,SINGLE HITS COLLECTION 1999 __ 2003 BEST OF avex anime,1,788,1
2294,Audio Master Plus Series,2,788,1
2297,Give 'Em The Boot,1,788,2
2301,Hey Brother... Can You Spare Some Ska?,1,788,2
2299,MDR Schlager Charts,1,788,1
2316,Tangerine Dream: Sonic Poems,1,788,1
3278,The Heifetz Collection,2,788,1
2384,Am Anfang war der Lärm,6,788,1
3301,Long Island Records Rock Classic,2,788,1
2318,Soft Spectrum,1,788,1
2638,YOSAKOI SONG Series,1,788,2
2319,Credens Clips,3,788,1
2389,HANGRY&ANGRY European Tour,7,788,1
2320,Horse Meat Disco,1,788,1
2321,Terrordrome,1,788,1
2760,"The Wild, the Innocent & The E Street Shuffle Tour",7,788,2
2440,D/W/A Remix Works,1,788,1
3279,The Sound of the City,1,788,1
2649,Final Fantasy concerts,6,788,1
2653,Lullabies,2,788,2
2442,Ruhrpott Rodeo,8,788,1
2660,Jules Massenet's Opus,5,788,1
2443,The Folkscene Collection,1,788,1
3280,Giraffenaffen,1,788,1
2444,Babes 4 Breasts,1,788,1
2445,I Think I am Over you,3,788,2
2840,Hip Hop i Forstaden,6,788,1
2842,The Fat! Club EP Series,1,788,2
2447,Lilith Fair: A Celebration of Women in Music,1,788,1
2844,Samuel-Scheidt-Werke-Verzeichnis,5,788,1
2671,TOUR de JAPON music from FINAL FANTASY,7,788,1
2446,Écoutez Le Cinéma!,2,788,1
2448,Bayreuth Festival,8,788,1
2679,AD: TRANCE,1,788,1
2449,Indétendances,1,788,1
2682,Decca Best Plus 50,2,788,1
2450,Resistanz Festival Soundtrack,1,788,1
2761,Born to Run Tour,7,788,2
2770,"TV, Radio and Webcasts",6,788,2
3281,Motown Dance Party,1,788,1
2788,Freak Machine,1,788,1
2804,Headline Classics,2,788,1
2497,Music for Sport,4,788,1
2464,Kaleidophon,8,788,1
2468,Diamond Dogs Tour,7,788,1
2483,Where It's At,1,788,1
2524,Bedroom Databank,1,788,1
2527,THE ALFEE 40th Anniversary 2014 GENESIS _,7,788,2
2528,THE ALFEE 40th Anniversary 2014 GENESIS FINAL,7,788,1
2529,1996 FAKE STAR’S CIRCUIT,7,788,2
2663,Les Musiciens et la Grande Guerre,2,788,1
2530,Sounds From the Matrix,1,788,1
2667,100 Best,1,788,1
3282,The Final Tour: All Bad Things Must Come to an End,7,788,1
2555,Xenosaga games,4,788,1
2532,Kegeln for Kreuzberg,7,788,1
2533,Carson Cooman's Opus,5,788,1
2805,21st Century Classics,1,788,1
2534,Complete Wind Concerti,1,788,1
3302,Uncut: The 100 Greatest Debut Albums (2006),1,788,1
2806,iTunes Originals,1,788,1
2556,Miklós Rózsa's Opus,5,788,1
2536,Souvenir,1,788,2
2537,Papeete Beach Lounge,1,788,1
2538,Krypta Discocathedrale,1,788,1
2539,25 Jaar Top 40 Hits,1,788,1
2535,Musica Britannica Volume 20's catalogue of Orlando Gibbons' keyboard works,5,788,1
2540,Beat of the 80's,1,788,1
2572,FanimeCon,6,788,1
3271,The History of Classical Music: From Gregorian Chant to Górecki,1,788,1
2557,Guitar Music,1,788,1
2542,Die besten Hits der 80er,1,788,1
2552,The Last Supper Tour 2005,7,788,1
2543,Hits der 80er Jahre,1,788,1
3459,The Original Maxi-Single Collection,1,788,1
3460,DJ Selection,1,788,1
3464,Deep Sounds: The Very Best of Deep House,1,788,1
3465,Series 2000 Sound Effects Library,1,788,1
3467,La grande storia della canzone italiana,1,788,1
3468,Summer Tour Remix,1,788,1
1646,The Perfumed Garden,1,788,1
3470,Floor Fillers,1,788,1
3471,Sing 'Em Again: Favourite Vaction Bible School (VBS) Songs,1,788,1
3472,The Call of Goa,1,788,1
3473,Summer Here Kids,8,788,1
3475,Back in Time Soca,1,788,1
3476,Fresh Blues,1,788,1
3477,Evolution of Dub,1,788,1
3479,Virgin Value,1,788,1
3480,All Tomorrow's Parties,1,788,1
3481,Gayfest,1,788,1
3482,FIFA Original Soundtrack,1,788,1
3483,Soca Anthems,1,788,1
3452,Game Sound Collection,1,788,1
3484,The Biggest Reggae One-Drop Anthems,1,788,1
3485,Groove On!,1,788,1
3486,Groove Station,1,788,1
3487,ISRAliens,1,788,1
3488,Tapanilasessiot,1,788,1
3489,Heritage Singers: The People's Choice,1,788,1
3490,Most Wanted,1,788,1
3491,Les Génies du Rock,2,788,1
3492,Musica Humana,1,788,1
3469,Mashed Up Funk,1,788,1
3493,Orchestral Music,1,788,2
3525,NRJ Extravadance,1,788,1
3495,Producer,1,788,1
3496,Progression Sessions,1,788,1
3497,Points in Time,1,788,1
3478,Gottwood Festival,8,788,1
3498,HARD with STYLE,1,788,1
3499,Looking Back,1,788,1
1006,Musique du monde,1,788,1
3501,Hidden Treasures,1,788,2
3502,Best Hit Alfee Autumn 2015,7,788,1
3503,Best Hit Alfee Final 2015,7,788,1
3504,"Breaks, Bass & Bleeps",1,788,1
3505,Chilling Cuts,1,788,1
3494,Raja Ram's Pipedreams,1,788,1
3526,Darkcore,1,788,1
3507,Summer 2015 Shadowrun,7,788,1
3508,Nothing Changes,6,788,1
3509,Warper,6,788,1
3510,The Ultimate Latin Album,2,788,1
3511,Rolling Stone: 500 Greatest Albums of All Time: 2012 edition,1,788,1
3520,The Rolling Stone Magazine's 500 Greatest Songs of All Time,3,788,2
3514,Music for Wind Band,1,788,1
3515,The KISS Kruise,6,788,1
3516,Pitchfork: Top 10 Albums of 1999,1,788,1
3517,Pitchfork: Top 20 Albums of 2000,1,788,1
3518,Monster World Tour,7,788,1
3519,Rock Fest,8,788,1
2189,More Music,1,788,1
3506,Jazz in the Charts,1,788,1
3524,Hellfest,8,788,1
3560,Chicken Scratch Tour,7,788,1
3564,Pulsewave,6,788,1
3565,The Perlman Edition,2,788,1
3566,Roots n' Blues,2,788,1
3567,Certified Clubtapes,1,788,1
3568,Wild Guesses,3,788,1
3569,Testament of House,1,788,1
3570,Enchant,2,788,1
3571,Adagios,2,788,1
3572,We Love Disney,1,788,1
3577,Pearl Jam 2008 Official Bootlegs,1,788,1
3578,Pukkelpop Festival,8,788,1
3552,Tausendundeine Nacht,1,788,1
2825,Larks’ Tongues in Aspic,4,788,1
3579,Sweden Rock Festival,8,788,1
3580,Contemporary Electronic Soundscapes,1,788,1
3581,V Festival,8,788,1
99,Collectors Edition,2,788,1
3603,Meditations for Transformation,1,788,1
3583,The Edge Festival,8,788,1
3584,Coachella Valley Music and Arts Festival,8,788,1
3585,Pinkpop Festival,8,788,1
3586,The Freestyle Files,1,788,1
3587,The Tour,7,788,1
3588,Melt! Festival,8,788,1
2762,Lawsuit Tour,7,788,2
3631,Big Day Out,8,788,1
3632,Rock Werchter,8,788,1
3633,Dynamo Open Air,8,788,1
3634,With Full Force,8,788,1
3635,Gods of Metal,8,788,1
3636,Jubilee,2,788,1
3637,Live to Win Tour,7,788,1
3638,Rising Sun Tour,7,788,1
3639,METAL GEAR Soundtracks,1,788,1
3640,Steirischer Herbst,8,788,1
3641,The Sound of Bronkow Music Festival,8,788,1
3642,c/o pop,8,788,1
3643,Stay In The Loop,1,788,1
3644,Elbjazz Festival,8,788,1
3645,The World of...,2,788,1
3646,Piano Collections: Final Fantasy,1,788,1
3647,Ottawa Bluesfest,8,788,1
3648,Dein Song,1,788,1
3649,Trois_Rivières en Blues,8,788,1
3650,Contra Carnivale,8,788,1
3651,The Music of Cambodia,1,788,1
3652,Smooth Jazz Berlin Series,1,788,1
3653,Unter einem Dach Festival,8,788,1
3654,Hanse Song Festival,8,788,1
2787,Gabriel Burns,1,788,1
3655,Frameworks Festival,8,788,1
3657,Die Detektive XY,1,788,1
3658,Coast 2 Coast Mixtapes,1,788,1
3659,Rock the Nation World Tour,7,788,1
3660,Final Fantasy XI soundtracks,1,788,1
3661,World Domination Tour,7,788,1
3662,Wango Tango,6,788,1
3663,Rocksimus Maximus Tour,7,788,1
3664,The Heather Hill Collection,1,788,1
3665,Area 4 Festival,8,788,1
3666,Bizarre Festival,8,788,1
3668,Os grandes clássicos,2,788,1
4016,Verfallen,1,788,1
4017,Ultra Music Festival,8,788,1
4060,Alive II Tour,7,788,1
4019,Ramslag,6,788,1
4020,The Golden Era Series,1,788,1
4021,Ultimate,1,788,1
4022,The Fantasy World of Irwin Allen,2,788,1
1180,One Shot ’80,1,788,1
4023,Smash! Das Original,1,788,1
4045,Music for You,2,788,1
4046,Diapason,2,788,1
4047,PIANO OPERA: music from FINAL FANTASY,6,788,1
4048,Choice: A Collection of Classics,1,788,1
201,100% svaigs!,1,788,1
4049,9 Kleine Präluden,4,788,1
4050,Promenade Series,2,788,1
4091,Harmony Sweepstakes National Finals,1,788,1
4063,Jazzy James Jr. Presents Jazz Loungebar: A Smooth & Jazzy Lounge Trip,1,788,1
4092,MOM Remixes,1,788,1
4093,Romantic Evening Music,1,788,1
2654,SuperIzlase,2,788,2
4094,Pop in Germany,1,788,1
4095,Afrobeat Makers,1,788,1
4096,Cheyenne Frontier Days,8,788,1
4097,North Dakota State Fair,8,788,1
4098,Warrior Cats: Die neue Prophezeiung,1,788,1
4099,Norman Lebrecht's 100 Best Recordings of Classical Music,1,788,1
4100,Rockfreaks.net St. Patrick’s Day Bash,6,788,1
4102,Beethoven: Complete Works for Solo Piano,2,788,1
4103,Lyt Nyt,6,788,1
4104,Ultimate,1,788,1
4105,The Project Review,4,788,1
4106,The World Is Not Enough,4,788,1
4107,Disco Fever,1,788,1
4108,Alle Tiders Danske Hits,1,788,1
4109,Woman,1,788,1
4141,100 Danske Hits,1,788,1
4134,Sight & Sound,2,788,1
4110,pure brazil,1,788,1
4111,Drew’s Famous Party Music,1,788,1
4149,David Rovics World Tour 2016,7,788,1
4113,Warrior Cats: Die Macht der drei,1,788,1
4114,Symphonic & Opera Metal,1,788,1
4115,Music From India Series,1,788,1
4137,Kom Tilbage Nu,1,788,1
4138,Trance: The Vocal Session,1,788,1
4139,At Play,1,788,1
4158,Meditation Classics,1,788,1
4159,Asylum Tour,7,788,1
4160,David Bowie Lifetimes The Singles,1,788,1
4161,Jouni Kaipainen Opuses,5,788,1
4162,Menuhin Festival Gstaad,8,788,1
4163,Pure Trance: 50 Trance Classics,1,788,1
4164,Accession Records,1,788,1
4165,Spend the Night With Alice Cooper,7,788,1
4166,Carolina Rebellion,8,788,1
4167,The Thirst,5,788,1
1977,Oskar Merikanto's Opuses,5,788,1
4168,Northern Prog Festival Siegerswoude,8,788,2
4169,Warrior Cats: Zeichen der Sterne,1,788,1
4170,Aulis Sallinen's Opuses,5,788,1
445,George Enescu’s Opus,5,788,1
473,Felix Mendelssohn’s Opus,5,788,1
797,Johann Nepomuk Hummel’s Opus,5,788,1
4171,Country Music Hall of Fame,1,788,2
4209,Absolute Hits of the,1,788,1
4150,The House Collection: Club Classics,1,788,2
4173,Pista Sertaneja Remixes,1,788,1
4174,Crazy Nights World Tour,7,788,1
4175,Stone Free Festival,8,788,1
4215,Pitchfork: Top Albums,1,788,2
4216,Josef Lanner's Opus,5,788,1
4217,Respect the Classics,2,788,1
4218,Classic Masters,2,788,1
4211,Clockenflap Music and Arts Festival,8,788,1
4210,2016 U.S. Tour,7,788,1
839,Club Sounds,1,788,1
4220,The Telegraph: Best Classical Music Recordings,2,788,1
4270,Minnesota Beatle Project,1,788,1
4197,Over One Hour of Beautiful Classical Music,1,788,1
4223,Super Karnevals-Raketen,1,788,2
4224,Project Review of Tagore Works,4,788,1
4225,Newtown Festival,8,788,1
4226,Blip Festival,8,788,1
4227,One Night Stand Tour,7,788,1
4228,MetalOrgy Tour,7,788,1
4229,Tribute to Twilight,1,788,1
4230,Anjunabeats: The Yearbook,1,788,1
4231,Hot in the Shade Tour,7,788,1
4271,Grand RockTember Music Festival,8,788,1
4233,Austro Pop Forever,1,788,1
4234,Macao Cafe,1,788,1